benchmark,input,seed,config,evidence_level,simulator,prefetches_issued,useful_prefetches,useless_prefetches,late_prefetches,queue_drops,coverage,accuracy,lateness_rate,log_path,notes
long_pointer_chains,medium,1,stride,core_integrated,deterministic_core_integrated_model,74,36,38,0,0,0.093750,0.486486,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
long_pointer_chains,medium,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,382,382,0,0,0,0.994792,1.000000,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
long_pointer_chains,medium,1,copper,core_integrated,deterministic_core_integrated_model,191,191,0,0,0,0.497396,1.000000,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
mixed_pointer_array,medium,1,no_prefetch,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
mixed_pointer_array,medium,1,next_line,core_integrated,deterministic_core_integrated_model,192,95,97,0,0,0.494792,0.494792,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
mixed_pointer_array,medium,1,stride,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
mixed_pointer_array,medium,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,95,95,0,0,0,0.494792,1.000000,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
mixed_pointer_array,medium,1,copper,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
noisy_allocation_pattern,medium,1,no_prefetch,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
noisy_allocation_pattern,medium,1,next_line,core_integrated,deterministic_core_integrated_model,384,95,289,0,0,0.371094,0.247396,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
noisy_allocation_pattern,medium,1,stride,core_integrated,deterministic_core_integrated_model,10,0,10,3,0,0.000000,0.000000,0.300000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
noisy_allocation_pattern,medium,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,255,128,127,84,0,0.500000,0.501961,0.329412,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
noisy_allocation_pattern,medium,1,copper,core_integrated,deterministic_core_integrated_model,63,0,63,63,0,0.000000,0.000000,1.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
patricia,medium,1,no_prefetch,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
patricia,medium,1,next_line,core_integrated,deterministic_core_integrated_model,23,0,23,0,0,0.000000,0.000000,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
patricia,medium,1,stride,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
patricia,medium,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,19,0,19,19,0,0.000000,0.000000,1.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
patricia,medium,1,copper,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
linked_list,large,1,no_prefetch,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
linked_list,large,1,next_line,core_integrated,deterministic_core_integrated_model,768,0,768,0,0,0.000000,0.000000,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
linked_list,large,1,stride,core_integrated,deterministic_core_integrated_model,148,72,76,0,0,0.093750,0.486486,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
linked_list,large,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,764,764,0,0,0,0.994792,1.000000,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
linked_list,large,1,copper,core_integrated,deterministic_core_integrated_model,573,573,0,0,0,0.746094,1.000000,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
tree_traversal,large,1,no_prefetch,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
tree_traversal,large,1,next_line,core_integrated,deterministic_core_integrated_model,288,0,288,0,0,0.000000,0.000000,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
tree_traversal,large,1,stride,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
tree_traversal,large,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,95,0,95,95,0,0.000000,0.000000,1.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
tree_traversal,large,1,copper,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
hash_table_chaining,large,1,no_prefetch,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
hash_table_chaining,large,1,next_line,core_integrated,deterministic_core_integrated_model,720,0,720,0,0,0.000000,0.000000,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
hash_table_chaining,large,1,stride,core_integrated,deterministic_core_integrated_model,130,85,45,107,0,0.416667,0.653846,0.823077,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
hash_table_chaining,large,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,170,0,170,170,0,0.000000,0.000000,1.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
hash_table_chaining,large,1,copper,core_integrated,deterministic_core_integrated_model,50,0,50,50,0,0.000000,0.000000,1.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
graph_adjacency_walk,large,1,no_prefetch,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
graph_adjacency_walk,large,1,next_line,core_integrated,deterministic_core_integrated_model,60,0,60,0,0,0.000000,0.000000,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
graph_adjacency_walk,large,1,stride,core_integrated,deterministic_core_integrated_model,14,1,13,13,0,0.016667,0.071429,0.928571,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
graph_adjacency_walk,large,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,47,35,12,0,0,0.583333,0.744681,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
graph_adjacency_walk,large,1,copper,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
branchy_pointer_chains,large,1,no_prefetch,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
branchy_pointer_chains,large,1,next_line,core_integrated,deterministic_core_integrated_model,35,0,35,0,0,0.000000,0.000000,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
branchy_pointer_chains,large,1,stride,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
branchy_pointer_chains,large,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,31,0,31,31,0,0.000000,0.000000,1.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
branchy_pointer_chains,large,1,copper,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
array_scan,large,1,no_prefetch,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
array_scan,large,1,next_line,core_integrated,deterministic_core_integrated_model,384,0,384,383,0,0.000000,0.000000,0.997396,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
array_scan,large,1,stride,core_integrated,deterministic_core_integrated_model,382,0,382,381,0,0.000000,0.000000,0.997382,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
array_scan,large,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
array_scan,large,1,copper,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
matrix_or_array_loop,large,1,no_prefetch,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
matrix_or_array_loop,large,1,next_line,core_integrated,deterministic_core_integrated_model,576,0,576,575,0,0.000000,0.000000,0.998264,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
matrix_or_array_loop,large,1,stride,core_integrated,deterministic_core_integrated_model,574,0,574,573,0,0.000000,0.000000,0.998258,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
matrix_or_array_loop,large,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
matrix_or_array_loop,large,1,copper,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
compute_heavy_low_memory,large,1,no_prefetch,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
compute_heavy_low_memory,large,1,next_line,core_integrated,deterministic_core_integrated_model,8,8,0,0,0,1.000000,1.000000,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
compute_heavy_low_memory,large,1,stride,core_integrated,deterministic_core_integrated_model,6,6,0,0,0,1.000000,1.000000,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
compute_heavy_low_memory,large,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
compute_heavy_low_memory,large,1,copper,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
random_non_pointer_access,large,1,no_prefetch,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
random_non_pointer_access,large,1,next_line,core_integrated,deterministic_core_integrated_model,183,10,173,0,0,0.053763,0.054645,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
random_non_pointer_access,large,1,stride,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
random_non_pointer_access,large,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
random_non_pointer_access,large,1,copper,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
short_pointer_chains,large,1,no_prefetch,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
short_pointer_chains,large,1,next_line,core_integrated,deterministic_core_integrated_model,48,0,48,0,0,0.000000,0.000000,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
short_pointer_chains,large,1,stride,core_integrated,deterministic_core_integrated_model,4,0,4,2,0,0.000000,0.000000,0.500000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
short_pointer_chains,large,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,47,0,47,47,0,0.000000,0.000000,1.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
short_pointer_chains,large,1,copper,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
long_pointer_chains,large,1,no_prefetch,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
long_pointer_chains,large,1,next_line,core_integrated,deterministic_core_integrated_model,768,0,768,0,0,0.000000,0.000000,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
long_pointer_chains,large,1,stride,core_integrated,deterministic_core_integrated_model,174,90,84,0,0,0.117188,0.517241,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
long_pointer_chains,large,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,766,766,0,0,0,0.997396,1.000000,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
long_pointer_chains,large,1,copper,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
mixed_pointer_array,large,1,no_prefetch,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
mixed_pointer_array,large,1,next_line,core_integrated,deterministic_core_integrated_model,384,191,193,0,0,0.497396,0.497396,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
mixed_pointer_array,large,1,stride,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
mixed_pointer_array,large,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,191,191,0,0,0,0.497396,1.000000,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
mixed_pointer_array,large,1,copper,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
noisy_allocation_pattern,large,1,no_prefetch,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
noisy_allocation_pattern,large,1,next_line,core_integrated,deterministic_core_integrated_model,768,191,577,0,0,0.248698,0.248698,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
noisy_allocation_pattern,large,1,stride,core_integrated,deterministic_core_integrated_model,74,0,74,36,0,0.000000,0.000000,0.486486,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
noisy_allocation_pattern,large,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,745,191,554,388,0,0.248698,0.256376,0.520805,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
noisy_allocation_pattern,large,1,copper,core_integrated,deterministic_core_integrated_model,382,0,382,382,0,0.000000,0.000000,1.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
patricia,large,1,no_prefetch,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
patricia,large,1,next_line,core_integrated,deterministic_core_integrated_model,30,0,30,0,0,0.000000,0.000000,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
patricia,large,1,stride,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
patricia,large,1,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,26,0,26,26,0,0.000000,0.000000,1.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
patricia,large,1,copper,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
linked_list,small,2,no_prefetch,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
linked_list,small,2,next_line,core_integrated,deterministic_core_integrated_model,32,0,32,0,0,0.000000,0.000000,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
linked_list,small,2,stride,core_integrated,deterministic_core_integrated_model,12,12,0,0,0,0.875000,1.000000,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
linked_list,small,2,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,31,31,0,0,0,1.000000,1.000000,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
linked_list,small,2,copper,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
tree_traversal,small,2,no_prefetch,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
tree_traversal,small,2,next_line,core_integrated,deterministic_core_integrated_model,16,0,16,0,0,0.000000,0.000000,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
tree_traversal,small,2,stride,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
tree_traversal,small,2,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,15,0,15,15,0,0.000000,0.000000,1.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
tree_traversal,small,2,copper,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
hash_table_chaining,small,2,no_prefetch,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
hash_table_chaining,small,2,next_line,core_integrated,deterministic_core_integrated_model,24,0,24,0,0,0.000000,0.000000,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
hash_table_chaining,small,2,stride,core_integrated,deterministic_core_integrated_model,15,15,0,12,0,0.666667,1.000000,0.800000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
hash_table_chaining,small,2,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,20,0,20,20,0,0.000000,0.000000,1.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
hash_table_chaining,small,2,copper,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
graph_adjacency_walk,small,2,no_prefetch,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
graph_adjacency_walk,small,2,next_line,core_integrated,deterministic_core_integrated_model,24,0,24,0,0,0.000000,0.000000,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
graph_adjacency_walk,small,2,stride,core_integrated,deterministic_core_integrated_model,14,2,12,13,0,0.083333,0.142857,0.928571,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
graph_adjacency_walk,small,2,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,13,13,0,0,0,1.000000,1.000000,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
graph_adjacency_walk,small,2,copper,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
branchy_pointer_chains,small,2,no_prefetch,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
branchy_pointer_chains,small,2,next_line,core_integrated,deterministic_core_integrated_model,32,0,32,0,0,0.000000,0.000000,0.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
branchy_pointer_chains,small,2,stride,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
branchy_pointer_chains,small,2,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,30,0,30,30,0,0.000000,0.000000,1.000000,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
branchy_pointer_chains,small,2,copper,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
array_scan,small,2,no_prefetch,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
array_scan,small,2,next_line,core_integrated,deterministic_core_integrated_model,64,0,64,63,0,0.000000,0.000000,0.984375,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
array_scan,small,2,stride,core_integrated,deterministic_core_integrated_model,62,0,62,61,0,0.000000,0.000000,0.983871,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
array_scan,small,2,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
array_scan,small,2,copper,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
matrix_or_array_loop,small,2,no_prefetch,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
matrix_or_array_loop,small,2,next_line,core_integrated,deterministic_core_integrated_model,36,0,36,35,0,0.000000,0.000000,0.972222,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
matrix_or_array_loop,small,2,stride,core_integrated,deterministic_core_integrated_model,34,0,34,33,0,0.000000,0.000000,0.970588,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
matrix_or_array_loop,small,2,simple_pointer_chase,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
matrix_or_array_loop,small,2,copper,core_integrated,deterministic_core_integrated_model,0,0,0,0,0,0.000000,NA,NA,research/results/logs/core_integrated/core_integrated_eval.jsonl,NA means no prefetches or no no-prefetch misses for that denominator.
