status,term,file,line,context,evidence_required,evidence_found,disposition
PASS,production ARM,research/COPPER_FINAL_REVIEWER_REPORT.md,17,"Leaning: scoped artifact accept / broad architecture-paper reject. Strengths: SystemVerilog unit, CI-proven open-source simulation, matched unit-level synthesis, near-core-stub synthesis, matched near-core-stub mapped-FPGA PPA, matched PicoRV32 accepted core-wrapper mapped-FPGA PPA, matched PicoRV32 tiny-SoC full-core synthesis/mapped-FPGA PPA when those rows are PASS, Vivado FPGA tool-estimated power when fpga_tool_estimate is PASS, and activity-based McPAT proxy evidence when proxy_activity is PASS. Weaknesses: the PicoRV32 tiny-SoC full-core harness is still not a production ARM/OoO integration, and generic Yosys has no mapped timing or power. Fatal blockers for stronger claims: silicon or foundry-signoff power remain unsupported; OpenROAD, ASIC-Liberty, and Vivado rows are tool estimates, not silicon/signoff power. Required fixes: add a signoff-calibrated or silicon-measured flow before stronger power claims. Claim risks: near-core-stub and accepted-core-wrapper rows must not be called full-core, PicoRV32 tiny-SoC full-core rows must not be called production ARM/OoO, OpenROAD/ASIC-Liberty/Vivado report_power must not be called silicon measurement, and McPAT proxy must not be called measured silicon or RTL signoff power.",production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,production ARM,research/COPPER_FINAL_REVIEWER_REPORT.md,17,"Leaning: scoped artifact accept / broad architecture-paper reject. Strengths: SystemVerilog unit, CI-proven open-source simulation, matched unit-level synthesis, near-core-stub synthesis, matched near-core-stub mapped-FPGA PPA, matched PicoRV32 accepted core-wrapper mapped-FPGA PPA, matched PicoRV32 tiny-SoC full-core synthesis/mapped-FPGA PPA when those rows are PASS, Vivado FPGA tool-estimated power when fpga_tool_estimate is PASS, and activity-based McPAT proxy evidence when proxy_activity is PASS. Weaknesses: the PicoRV32 tiny-SoC full-core harness is still not a production ARM/OoO integration, and generic Yosys has no mapped timing or power. Fatal blockers for stronger claims: silicon or foundry-signoff power remain unsupported; OpenROAD, ASIC-Liberty, and Vivado rows are tool estimates, not silicon/signoff power. Required fixes: add a signoff-calibrated or silicon-measured flow before stronger power claims. Claim risks: near-core-stub and accepted-core-wrapper rows must not be called full-core, PicoRV32 tiny-SoC full-core rows must not be called production ARM/OoO, OpenROAD/ASIC-Liberty/Vivado report_power must not be called silicon measurement, and McPAT proxy must not be called measured silicon or RTL signoff power.",production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,production ARM,research/COPPER_FINAL_REVIEWER_REPORT.md,25,"Leaning: accept for scoped artifact when synchronized CI evidence remains PASS. Strengths: Phase 0 preserved prior CI proof, the pass adds explicit preflight/tooling evidence, source workload build scripts, core-integrated logs, near-core-stub synthesis scripts, PicoRV32 core-wrapper mapped-PPA scripts, PicoRV32 tiny-SoC full-core mapped-PPA scripts, scoped OpenROAD/ASIC-Liberty/FPGA power rows when indexed PASS, archived Vivado FPGA tool-power rows when indexed PASS, and proxy energy ledgers. Weaknesses: local Windows evidence must stay clearly separated from CI/Docker/Codespaces proof. Fatal blockers for stronger claims: silicon/signoff evidence and production ARM/OoO integration are still absent. Required fixes: keep artifact uploads and dashboards tied to the synchronized run. Claim risks: local generated rows must not be promoted over CI PASS rows unless the workflow reruns or the archived reports are explicitly indexed as archived evidence. Phase 0 discrepancy check: main branch Actions status was not verifiable.",production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,production ARM,research/COPPER_FINAL_REVIEWER_REPORT.md,29,"Leaning: acceptable for a narrow artifact/mechanism paper, weak for broad novelty. Strengths: the committed-provenance authority invariant is concrete and has model, cycle-model, core-integrated, imported gem5, RTL-unit, and synthesis-scope support. Weaknesses: adjacent pointer-chase, taint, capability, dependence, and DMP-defense work is crowded; this pass did not perform a fresh literature audit. Fatal blockers: any first/priority/state-of-the-art language would be fatal. Required fixes: update the related-work matrix before aiming at a broader venue. Claim risks: paper must not imply production ARM/OoO integration, measured power, or universal superiority. Phase 0 discrepancy check: unresolved main-branch status is at least SERIOUS BUT CAVEATABLE for release claims.",production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,measured power,research/COPPER_FINAL_REVIEWER_REPORT.md,29,"Leaning: acceptable for a narrow artifact/mechanism paper, weak for broad novelty. Strengths: the committed-provenance authority invariant is concrete and has model, cycle-model, core-integrated, imported gem5, RTL-unit, and synthesis-scope support. Weaknesses: adjacent pointer-chase, taint, capability, dependence, and DMP-defense work is crowded; this pass did not perform a fresh literature audit. Fatal blockers: any first/priority/state-of-the-art language would be fatal. Required fixes: update the related-work matrix before aiming at a broader venue. Claim risks: paper must not imply production ARM/OoO integration, measured power, or universal superiority. Phase 0 discrepancy check: unresolved main-branch status is at least SERIOUS BUT CAVEATABLE for release claims.",power_report_index.csv measured_silicon PASS row with positive power_mw and existing report,"no measured_silicon PASS row with silicon_measured=yes, positive power_mw, and existing report",qualified blocker/limitation wording
PASS,production ARM,research/COPPER_FINAL_SUBMISSION_BLOCKERS.md,8,| SERIOUS BUT CAVEATABLE | PicoRV32 tiny-SoC full-core mapped PPA is present only when generated `scope=full_core` rows PASS; it is not production ARM/OoO integration. | fullcore_synthesis.csv; fullcore_synthesis_overhead.csv; mapped_ppa.csv | Keep full-core claims scoped to the PicoRV32 tiny-SoC harness unless a production target is added. |,production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,ASIC signoff,research/COPPER_FINAL_SUBMISSION_BLOCKERS.md,10,"| TOP-TIER BLOCKER | Power evidence can include scoped OpenROAD post-route estimates, Nangate45 ASIC-Liberty estimates, proxy/model energy, and optional FPGA tool-power rows when indexed PASS. It is still not silicon measurement, foundry signoff, or signoff-grade power. | openroad_postroute_power.csv; asic_power.csv; asic_power_overhead.csv; mapped_ppa.csv; energy_proxy.csv; energy_summary.csv; power_report_index.csv; copper_mcpat_sensitivity_20260618.csv | Add full-core post-route/signoff or silicon-calibrated power before claiming full-system power efficiency. |",asic_signoff_manifest.csv PASS timing/area/power/DRC/LVS signoff-grade artifacts,missing research/results/asic_signoff_manifest.csv,qualified blocker/limitation wording
PASS,ASIC signoff,research/COPPER_FULL_PAPER.md,887,"FPGA datapoints, not full ARM/SoC or ASIC signoff.",asic_signoff_manifest.csv PASS timing/area/power/DRC/LVS signoff-grade artifacts,missing research/results/asic_signoff_manifest.csv,qualified blocker/limitation wording
PASS,ASIC signoff,research/COPPER_FULL_PAPER.md,919,"The TCP process-server CLPD activity replay adds a stronger side-effect datapoint for the newest libssl TCP evidence. It uses the conservative SPP+COPPER slack counter mix from four process-separated TCP points, including scaled four-pair and eight-pair points, replays all 268,494 CLPD metadata operations without scaling, and records `errors=0` in XSim. Vivado maps the resulting SAIF into the routed 1K-entry CLPD with 226/611 nets matched and reports 0.083 W total, 0.014 W dynamic, 0.069 W static, medium confidence, and WNS 1.807 ns. The companion pJ/access sensitivity bound now also uses matching gem5 DRAM counters: the deliberately high SPP+COPPER slack case is 6.818 uJ, 0.1510% of matching DRAM operation energy and 0.005412% of matching total DRAM energy. This is stronger than pJ/access accounting alone, but remains transaction-level FPGA replay and energy sensitivity rather than instruction-level full-system switching or ASIC signoff. A generated public artifact manifest now records 587 hashed paper-facing entries with zero missing references, keeps the minimal direct package at 585 files / 6,206,355 bytes, and marks the two SAIF files as optional external-store artifacts by hash. A materialized package build copies those rows plus four generated metadata files into a 589-file reviewer package with zero missing files and zero hash mismatches.",asic_signoff_manifest.csv PASS timing/area/power/DRC/LVS signoff-grade artifacts,missing research/results/asic_signoff_manifest.csv,qualified blocker/limitation wording
PASS,production ARM,research/COPPER_FULL_PAPER.md,923,"New in the 2026-06-20 backend pass, the ROPL-LSQ retire guard maps the replay/squash/alias/order/exception/permission part of the retirement-only proof rule to RTL. Its registered wrapper passes 18 directed and 20,000 randomized XSim cycles with 0 errors and synthesizes on Artix-7 at 14 LUTs, 49 FFs, no BRAM/DSP, and WNS +6.492 ns at a 10 ns clock. This strengthens the backend interface evidence, but it remains a contract block rather than a production ARM load-store queue.",production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,production ARM,research/COPPER_FULL_PAPER.md,931,"The design assumes that the implementation can identify committed pointer-source words. The CEPF bridge gives a concrete proof-path guard and cost point, and the OoO-LSQ proof-contract checker makes the retirement-side obligation executable: proof creation requires dependent-memory retirement, an older retired source load, live epoch/value-matched source tags, no backend flush, and successful target translation/permission. The ROPL checker tightens that contract for replay, squash, exception, same-line alias, memory-order, and target-permission hazards: the full rule explores 888 unique states with one legal proof witness and zero unsafe bounded proof creations, while every weakened variant produces a short counterexample. This is still not a production ARM LSQ. A production core would need a careful load-store-queue or dependency-tracking implementation measured for area, timing, replay, exception, and verification complexity in a real backend. The current gem5 implementation models the ledger behavior at the prefetcher/cache boundary; it is not a cycle-accurate backend provenance datapath.",production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,production ARM,research/COPPER_REVIEWER_RESPONSE_NOTES.md,5,"Both scopes appear, but the claim is scoped. The artifact has unit evidence, near-core-stub evidence, accepted-core-wrapper evidence, and PicoRV32 tiny-SoC full-core rows only where the generated CSVs mark those rows PASS. It is not production ARM/OoO evidence.",production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,measured power,research/COPPER_REVIEWER_RESPONSE_NOTES.md,9,"Estimated/proxy only. Vivado rows are FPGA tool estimates, OpenROAD/ASIC-Liberty rows are tool estimates when indexed, and McPAT/memory-energy rows are proxy evidence. The repo has no measured silicon power claim.",power_report_index.csv measured_silicon PASS row with positive power_mw and existing report,"no measured_silicon PASS row with silicon_measured=yes, positive power_mw, and existing report",qualified blocker/limitation wording
PASS,silicon-proven,research/COPPER_REVIEWER_RESPONSE_NOTES.md,11,## 3. Why is this not silicon-proven?,fabricated_silicon_manifest.csv PASS tapeout/fab/package/bring-up artifacts,missing research/results/fabricated_silicon_manifest.csv,qualified blocker/limitation wording
PASS,tapeout,research/COPPER_REVIEWER_RESPONSE_NOTES.md,13,"No. There is no PASS fabricated-silicon manifest, no tapeout/fabrication/package/bring-up evidence, and no post-silicon validation. The stronger-claim audit blocks unqualified silicon wording.",fabricated_silicon_manifest.csv PASS tapeout/fab/package/bring-up artifacts,missing research/results/fabricated_silicon_manifest.csv,qualified blocker/limitation wording
PASS,post-silicon,research/COPPER_REVIEWER_RESPONSE_NOTES.md,13,"No. There is no PASS fabricated-silicon manifest, no tapeout/fabrication/package/bring-up evidence, and no post-silicon validation. The stronger-claim audit blocks unqualified silicon wording.",fabricated_silicon_manifest.csv PASS tapeout/fab/package/bring-up artifacts,missing research/results/fabricated_silicon_manifest.csv,qualified blocker/limitation wording
PASS,measured silicon,research/COPPER_REVIEWER_RESPONSE_NOTES.md,17,"Yes only within the stated evidence level. The paper compares generated model, cycle-model, core-integrated, independent-sim, imported gem5, FPGA PPA, and proxy/tool-power rows separately. It does not compare FPGA/tool estimates against silicon-measured prior work as if they were equivalent.",fabricated_silicon_manifest.csv PASS tapeout/fab/package/bring-up artifacts,missing research/results/fabricated_silicon_manifest.csv,qualified blocker/limitation wording
PASS,ASIC signoff,research/COPPER_STRONGER_CLAIM_BLOCKERS.md,7,"support silicon, foundry signoff, production ARM/OoO integration, measured",asic_signoff_manifest.csv PASS timing/area/power/DRC/LVS signoff-grade artifacts,missing research/results/asic_signoff_manifest.csv,qualified blocker/limitation wording
PASS,production ARM,research/COPPER_STRONGER_CLAIM_BLOCKERS.md,7,"support silicon, foundry signoff, production ARM/OoO integration, measured",production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,fabricated chip,research/COPPER_STRONGER_CLAIM_BLOCKERS.md,13,"| Fabricated chip, tapeout, or post-silicon validation | BLOCKED | No tapeout, shuttle, foundry, package, die, bring-up, or measured-chip artifacts found. | `fabricated_silicon_manifest.csv` with PASS rows for final GDS/OAS, clean DRC/LVS/antenna, shuttle/foundry acceptance, fabrication lot, package/board record, photos, and bring-up log. |",fabricated_silicon_manifest.csv PASS tapeout/fab/package/bring-up artifacts,missing research/results/fabricated_silicon_manifest.csv,qualified blocker/limitation wording
PASS,tapeout,research/COPPER_STRONGER_CLAIM_BLOCKERS.md,13,"| Fabricated chip, tapeout, or post-silicon validation | BLOCKED | No tapeout, shuttle, foundry, package, die, bring-up, or measured-chip artifacts found. | `fabricated_silicon_manifest.csv` with PASS rows for final GDS/OAS, clean DRC/LVS/antenna, shuttle/foundry acceptance, fabrication lot, package/board record, photos, and bring-up log. |",fabricated_silicon_manifest.csv PASS tapeout/fab/package/bring-up artifacts,missing research/results/fabricated_silicon_manifest.csv,qualified blocker/limitation wording
PASS,tapeout,research/COPPER_STRONGER_CLAIM_BLOCKERS.md,13,"| Fabricated chip, tapeout, or post-silicon validation | BLOCKED | No tapeout, shuttle, foundry, package, die, bring-up, or measured-chip artifacts found. | `fabricated_silicon_manifest.csv` with PASS rows for final GDS/OAS, clean DRC/LVS/antenna, shuttle/foundry acceptance, fabrication lot, package/board record, photos, and bring-up log. |",fabricated_silicon_manifest.csv PASS tapeout/fab/package/bring-up artifacts,missing research/results/fabricated_silicon_manifest.csv,qualified blocker/limitation wording
PASS,post-silicon,research/COPPER_STRONGER_CLAIM_BLOCKERS.md,13,"| Fabricated chip, tapeout, or post-silicon validation | BLOCKED | No tapeout, shuttle, foundry, package, die, bring-up, or measured-chip artifacts found. | `fabricated_silicon_manifest.csv` with PASS rows for final GDS/OAS, clean DRC/LVS/antenna, shuttle/foundry acceptance, fabrication lot, package/board record, photos, and bring-up log. |",fabricated_silicon_manifest.csv PASS tapeout/fab/package/bring-up artifacts,missing research/results/fabricated_silicon_manifest.csv,qualified blocker/limitation wording
PASS,ASIC signoff,research/COPPER_STRONGER_CLAIM_BLOCKERS.md,14,"| ASIC or foundry signoff | BLOCKED | OpenROAD/ASIC-Liberty flows are tool estimates when PASS; they are not foundry signoff. | `asic_signoff_manifest.csv` with PASS signoff-grade timing, area, power, DRC, LVS, antenna/ERC/PEX, multi-corner STA, extracted parasitics, PDK/library/RC-corner manifest, and hashes. |",asic_signoff_manifest.csv PASS timing/area/power/DRC/LVS signoff-grade artifacts,missing research/results/asic_signoff_manifest.csv,qualified blocker/limitation wording
PASS,ASIC signoff,research/COPPER_STRONGER_CLAIM_BLOCKERS.md,14,"| ASIC or foundry signoff | BLOCKED | OpenROAD/ASIC-Liberty flows are tool estimates when PASS; they are not foundry signoff. | `asic_signoff_manifest.csv` with PASS signoff-grade timing, area, power, DRC, LVS, antenna/ERC/PEX, multi-corner STA, extracted parasitics, PDK/library/RC-corner manifest, and hashes. |",asic_signoff_manifest.csv PASS timing/area/power/DRC/LVS signoff-grade artifacts,missing research/results/asic_signoff_manifest.csv,qualified blocker/limitation wording
PASS,measured power,research/COPPER_STRONGER_CLAIM_BLOCKERS.md,15,"| Measured silicon power | BLOCKED | `power_report_index.csv` currently promotes FPGA/tool and proxy rows only; `silicon_measured=no`. | `power_report_index.csv` PASS row with `measurement_type=measured_silicon`, `silicon_measured=yes`, positive `power_mw`, raw rail logs, calibration manifest, board/chip ID, workload window markers, and analysis script. |",power_report_index.csv measured_silicon PASS row with positive power_mw and existing report,"no measured_silicon PASS row with silicon_measured=yes, positive power_mw, and existing report",qualified blocker/limitation wording
PASS,production ARM,research/COPPER_STRONGER_CLAIM_BLOCKERS.md,16,"| Production ARM/OoO integration | BLOCKED | gem5 ARM-system prefetcher-path evidence, PicoRV32 tiny-SoC RTL, and RTL contract/interface blocks. | `production_arm_integration.csv` with PASS artifacts for OoO LSQ binding, TLB/MMU, caches, coherence, interrupts, exceptions, DMA/I/O, memory-system backpressure, replay/squash, context switches, and adversarial full-system tests. |",production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,measured silicon,research/COPPER_STRONGER_CLAIM_BLOCKERS.md,17,"| SOTA silicon efficiency or SOTA power comparison | BLOCKED | Fair FPGA/tool/proxy comparison frame only; no comparable COPPER silicon/signoff number. | Requires PASS rows in the SOTA comparison manifest where COPPER and prior work use the same ASIC signoff or measured-silicon basis, normalized metric, primary source, and artifact path. |",fabricated_silicon_manifest.csv PASS tapeout/fab/package/bring-up artifacts,missing research/results/fabricated_silicon_manifest.csv,qualified blocker/limitation wording
PASS,ASIC signoff,research/COPPER_STRONGER_CLAIM_BLOCKERS.md,17,"| SOTA silicon efficiency or SOTA power comparison | BLOCKED | Fair FPGA/tool/proxy comparison frame only; no comparable COPPER silicon/signoff number. | Requires PASS rows in the SOTA comparison manifest where COPPER and prior work use the same ASIC signoff or measured-silicon basis, normalized metric, primary source, and artifact path. |",asic_signoff_manifest.csv PASS timing/area/power/DRC/LVS signoff-grade artifacts,missing research/results/asic_signoff_manifest.csv,qualified blocker/limitation wording
PASS,tapeout,research/COPPER_STRONGER_CLAIM_BLOCKERS.md,19,## Blocked Tapeout And Fabrication Plan,fabricated_silicon_manifest.csv PASS tapeout/fab/package/bring-up artifacts,missing research/results/fabricated_silicon_manifest.csv,qualified blocker/limitation wording
PASS,measured silicon,research/COPPER_STRONGER_CLAIM_BLOCKERS.md,53,"| ASIC signoff and silicon | `asic_signoff`, `silicon_measured` only | work, process, voltage, frequency, temperature, metric, value, unit, signoff grade, silicon measured, source, evidence path |",fabricated_silicon_manifest.csv PASS tapeout/fab/package/bring-up artifacts,missing research/results/fabricated_silicon_manifest.csv,qualified blocker/limitation wording
PASS,ASIC signoff,research/COPPER_STRONGER_CLAIM_BLOCKERS.md,53,"| ASIC signoff and silicon | `asic_signoff`, `silicon_measured` only | work, process, voltage, frequency, temperature, metric, value, unit, signoff grade, silicon measured, source, evidence path |",asic_signoff_manifest.csv PASS timing/area/power/DRC/LVS signoff-grade artifacts,missing research/results/asic_signoff_manifest.csv,qualified blocker/limitation wording
PASS,measured silicon,research/COPPER_STRONGER_CLAIM_BLOCKERS.md,55,Do not rank FPGA/tool/proxy rows against measured-silicon or signoff rows as if,fabricated_silicon_manifest.csv PASS tapeout/fab/package/bring-up artifacts,missing research/results/fabricated_silicon_manifest.csv,qualified blocker/limitation wording
PASS,ASIC signoff,research/COPPER_SUBMISSION_RESTRUCTURED.md,31,"The claim is intentionally bounded. COPPER is a safety authority for content-derived DMP issue. It is not a universal replacement for the fastest address-stream prefetcher, not an ASIC signoff result, and not a production-service benchmark campaign.",asic_signoff_manifest.csv PASS timing/area/power/DRC/LVS signoff-grade artifacts,missing research/results/asic_signoff_manifest.csv,qualified blocker/limitation wording
PASS,production ARM,research/COPPER_SUBMISSION_RESTRUCTURED.md,131,"The RTL evidence is intentionally described as representative integration evidence, not production ARM signoff. Vivado/XSim checks cover directed and randomized cases, synthesis timing, and SAIF/vectorless power-proxy runs.",production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,ASIC signoff,research/COPPER_SYNCHRONIZED_HARDWARE_EVIDENCE_REPORT.md,9,"The synchronized evidence pass supports a constrained COPPER artifact/mechanism submission. It includes scoped PicoRV32 tiny-SoC full-core mapped FPGA PPA, matched overhead, FPGA tool-estimated power where indexed, passing paper/claim audits, and a packaged artifact. It does not support production ARM/OoO integration, ASIC/foundry signoff, measured silicon power, or state-of-the-art claims.",asic_signoff_manifest.csv PASS timing/area/power/DRC/LVS signoff-grade artifacts,missing research/results/asic_signoff_manifest.csv,qualified blocker/limitation wording
PASS,production ARM,research/COPPER_SYNCHRONIZED_HARDWARE_EVIDENCE_REPORT.md,9,"The synchronized evidence pass supports a constrained COPPER artifact/mechanism submission. It includes scoped PicoRV32 tiny-SoC full-core mapped FPGA PPA, matched overhead, FPGA tool-estimated power where indexed, passing paper/claim audits, and a packaged artifact. It does not support production ARM/OoO integration, ASIC/foundry signoff, measured silicon power, or state-of-the-art claims.",production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,measured power,research/COPPER_SYNCHRONIZED_HARDWARE_EVIDENCE_REPORT.md,9,"The synchronized evidence pass supports a constrained COPPER artifact/mechanism submission. It includes scoped PicoRV32 tiny-SoC full-core mapped FPGA PPA, matched overhead, FPGA tool-estimated power where indexed, passing paper/claim audits, and a packaged artifact. It does not support production ARM/OoO integration, ASIC/foundry signoff, measured silicon power, or state-of-the-art claims.",power_report_index.csv measured_silicon PASS row with positive power_mw and existing report,"no measured_silicon PASS row with silicon_measured=yes, positive power_mw, and existing report",qualified blocker/limitation wording
PASS,ASIC signoff,research/COPPER_SYNCHRONIZED_HARDWARE_EVIDENCE_REPORT.md,83,"| C10 | COPPER has scoped OpenROAD post-route, ASIC-Liberty/FPGA tool-power, and proxy/model energy results where indexed PASS. | ALLOWED | research/results/openroad_postroute_power.csv; research/results/openroad_postroute_power_overhead.csv; research/results/asic_power.csv; research/results/asic_power_overhead.csv; research/results/energy_proxy.csv; research/results/energy_summary.csv; research/results/power_report_index.csv; research/results/mapped_ppa.csv; research/results/copper_mcpat_sensitivity_20260618.csv | fpga_tool_estimate; proxy_activity; proxy_assumed_memory_energy | Vivado report_power is tool-estimated FPGA power for the mapped target; do not call it silicon measurement or ASIC signoff. |",asic_signoff_manifest.csv PASS timing/area/power/DRC/LVS signoff-grade artifacts,missing research/results/asic_signoff_manifest.csv,qualified blocker/limitation wording
PASS,production ARM,research/COPPER_SYNCHRONIZED_HARDWARE_EVIDENCE_REPORT.md,88,"| C16 | COPPER has matched PicoRV32 tiny-SoC full-core generic-synthesis overhead. | ALLOWED | research/results/fullcore_synthesis.csv; research/results/fullcore_synthesis_overhead.csv | full_core | Allowed only for the open-source PicoRV32 tiny-SoC full-core harness; not production ARM, OoO, silicon, or signoff evidence. |",production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,ASIC signoff,research/COPPER_SYNCHRONIZED_HARDWARE_EVIDENCE_REPORT.md,89,"| C17 | COPPER has matched PicoRV32 tiny-SoC full-core mapped FPGA PPA. | ALLOWED | research/results/mapped_ppa.csv; research/results/mapped_ppa_overhead.csv | full_core mapped PPA | Allowed only when baseline and COPPER PicoRV32 tiny-SoC full-core rows PASS in the same mapped flow with real timing fields; not production ARM, ASIC signoff, or silicon PPA. |",asic_signoff_manifest.csv PASS timing/area/power/DRC/LVS signoff-grade artifacts,missing research/results/asic_signoff_manifest.csv,qualified blocker/limitation wording
PASS,production ARM,research/COPPER_SYNCHRONIZED_HARDWARE_EVIDENCE_REPORT.md,89,"| C17 | COPPER has matched PicoRV32 tiny-SoC full-core mapped FPGA PPA. | ALLOWED | research/results/mapped_ppa.csv; research/results/mapped_ppa_overhead.csv | full_core mapped PPA | Allowed only when baseline and COPPER PicoRV32 tiny-SoC full-core rows PASS in the same mapped flow with real timing fields; not production ARM, ASIC signoff, or silicon PPA. |",production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,fabricated chip,research/COPPER_SYNCHRONIZED_HARDWARE_EVIDENCE_REPORT.md,93,"- Fabricated-chip, tapeout, or post-silicon validation.",fabricated_silicon_manifest.csv PASS tapeout/fab/package/bring-up artifacts,missing research/results/fabricated_silicon_manifest.csv,qualified blocker/limitation wording
PASS,tapeout,research/COPPER_SYNCHRONIZED_HARDWARE_EVIDENCE_REPORT.md,93,"- Fabricated-chip, tapeout, or post-silicon validation.",fabricated_silicon_manifest.csv PASS tapeout/fab/package/bring-up artifacts,missing research/results/fabricated_silicon_manifest.csv,qualified blocker/limitation wording
PASS,post-silicon,research/COPPER_SYNCHRONIZED_HARDWARE_EVIDENCE_REPORT.md,93,"- Fabricated-chip, tapeout, or post-silicon validation.",fabricated_silicon_manifest.csv PASS tapeout/fab/package/bring-up artifacts,missing research/results/fabricated_silicon_manifest.csv,qualified blocker/limitation wording
PASS,ASIC signoff,research/COPPER_SYNCHRONIZED_HARDWARE_EVIDENCE_REPORT.md,95,- ASIC or foundry signoff.,asic_signoff_manifest.csv PASS timing/area/power/DRC/LVS signoff-grade artifacts,missing research/results/asic_signoff_manifest.csv,qualified blocker/limitation wording
PASS,measured power,research/COPPER_SYNCHRONIZED_HARDWARE_EVIDENCE_REPORT.md,96,- Measured silicon power.,power_report_index.csv measured_silicon PASS row with positive power_mw and existing report,"no measured_silicon PASS row with silicon_measured=yes, positive power_mw, and existing report",qualified blocker/limitation wording
PASS,production ARM,research/COPPER_SYNCHRONIZED_HARDWARE_EVIDENCE_REPORT.md,97,- Production ARM/OoO integration.,production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,production ARM,research/COPPER_SYNCHRONIZED_HARDWARE_EVIDENCE_REPORT.md,101,- Calling PicoRV32 tiny-SoC rows production ARM/OoO.,production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,ASIC signoff,research/paper/main.tex,14,"Data-derived prefetchers can reduce pointer-chasing latency, but they can also turn address-shaped data into prefetch authority before the program has proved that the data is a pointer. COPPER addresses that authority problem with committed pointer-provenance prefetching: it records pointer-source evidence only after architectural commit, invalidates stale or mismatched evidence, and gates later data-derived prefetch issue on that committed evidence. This submission frames COPPER as a scoped reproducible hardware mechanism study evaluated with CI-proven RTL simulation, raw gem5 full-system provenance where retained, validated imported gem5 ARM-system summaries where PASS, independent simulator evidence, accepted-core-wrapper/scoped PicoRV32 tiny-SoC full-core FPGA mapped PPA, and scoped tool-estimated/proxy power. The supported claim is deliberately narrow: COPPER is an auditable mechanism with reproducible evidence at the stated levels. It does not claim state-of-the-art performance, production readiness, a complete clone-local gem5 campaign, production ARM/OoO integration, production-core mapped timing, measured silicon power efficiency, ASIC signoff, foundry signoff, or silicon signoff.",asic_signoff_manifest.csv PASS timing/area/power/DRC/LVS signoff-grade artifacts,missing research/results/asic_signoff_manifest.csv,qualified blocker/limitation wording
